Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
248,Larry Nance Jr.,32,ATL,PF,24,3,19.3,3.3,6.5,0.516,1.4,3.2,0.447,1.9,3.3,0.582,0.626,0.4,0.5,0.692,1,3.3,4.3,1.6,0.8,0.5,0.7,1.5,8.5,
249,Jared Rhoden,25,2TM,SG,14,2,16.2,3,6.2,0.483,0.9,2.8,0.308,2.1,3.4,0.625,0.552,1.6,1.8,0.88,1,2,3,1.1,0.7,0.1,0.6,1.4,8.4,
249,Jared Rhoden,25,CHO,SG,4,0,3,0.5,2,0.25,0,0.5,0,0.5,1.5,0.333,0.25,0,0,,0.5,0.5,1,0.5,0.3,0,0.3,0.3,1,
249,Jared Rhoden,25,TOR,SG,10,2,21.5,4,7.9,0.506,1.2,3.7,0.324,2.8,4.2,0.667,0.582,2.2,2.5,0.88,1.2,2.6,3.8,1.4,0.9,0.2,0.8,1.9,11.4,
250,Sam Hauser,27,BOS,PF,70,18,21.6,3,6.6,0.452,2.3,5.6,0.413,0.7,1,0.658,0.626,0.1,0.1,1,0.6,2.5,3.2,0.9,0.6,0.2,0.3,1.2,8.4,
251,Jaylen Nowell,25,NOP,SG,8,0,21,3.3,9.1,0.356,1,3.4,0.296,2.3,5.8,0.391,0.411,0.9,1.4,0.636,0.8,1.8,2.5,2.3,0.1,0.5,1,1.1,8.4,
252,Cason Wallace,21,OKC,SG,68,43,27.6,3.4,7.2,0.474,1.1,3.1,0.356,2.3,4.1,0.562,0.55,0.4,0.5,0.811,1,2.3,3.4,2.5,1.8,0.5,0.9,2.1,8.4,
253,Bruce Brown,28,2TM,PG,41,12,22.5,3.2,7.5,0.421,0.7,2,0.333,2.5,5.6,0.452,0.464,1.3,1.6,0.815,1,3,4,2,0.8,0.2,1,1.7,8.3,
253,Bruce Brown,28,TOR,PG,18,0,19.6,3.2,7.3,0.435,0.6,2,0.306,2.6,5.3,0.484,0.477,1.4,1.6,0.897,0.9,2.8,3.8,1.6,0.9,0.2,1.1,1.4,8.4,
253,Bruce Brown,28,NOP,PG,23,12,24.7,3.2,7.7,0.41,0.7,2,0.356,2.5,5.8,0.429,0.455,1.2,1.6,0.75,1,3.2,4.2,2.4,0.7,0.3,0.9,2,8.2,
254,Brandon Clarke,28,MEM,PF,64,18,18.9,3.7,5.9,0.621,0,0.3,0.059,3.7,5.7,0.647,0.622,1,1.4,0.701,2,3.1,5.1,1,0.8,0.6,0.6,2.3,8.3,
255,Mike Conley,37,MIN,PG,70,63,24.9,2.7,6.6,0.402,1.8,4.4,0.412,0.9,2.2,0.382,0.539,1.2,1.3,0.9,0.5,2.1,2.6,4.5,1.1,0.2,1.1,1.6,8.3,
256,Keon Ellis,25,SAC,SG,79,27,24.3,2.8,5.8,0.489,1.7,4,0.437,1.1,1.8,0.607,0.64,0.9,1.1,0.849,0.8,1.9,2.7,1.5,1.5,0.8,0.9,2.2,8.3,
257,Tyson Etienne,25,BRK,PG,6,0,22.3,2.7,8.2,0.327,2,6.8,0.293,0.7,1.3,0.5,0.449,1,1.3,0.75,0.5,1,1.5,1.8,0.5,0.2,1.3,2.7,8.3,
258,Quinten Post,24,GSW,PF,41,14,16.5,3,6.7,0.451,1.8,4.3,0.41,1.2,2.3,0.526,0.584,0.5,0.7,0.778,0.9,2.7,3.5,1.4,0.4,0.4,0.8,2,8.3,
259,Taurean Prince,30,MIL,SF,80,73,27.1,2.9,6.4,0.457,1.8,4.2,0.439,1.1,2.2,0.492,0.6,0.5,0.6,0.813,0.4,3.2,3.6,1.9,1,0.2,1,2.1,8.2,
260,Dalano Banton,25,POR,PG,66,6,16.4,2.9,7.3,0.392,1,3.2,0.324,1.8,4.2,0.444,0.462,1.3,1.8,0.727,0.4,1.5,2,2.3,0.6,0.5,1.3,0.8,8.1,
261,Jaime Jaquez Jr.,23,MIA,SF,65,16,20.4,3,6.7,0.449,0.5,1.7,0.31,2.5,5,0.497,0.489,1.6,2.1,0.756,1.3,3,4.3,2.4,0.9,0.2,1.5,1.2,8.1,
262,Jalen Smith,24,CHI,C,63,2,15,2.9,6.3,0.468,1.1,3.5,0.324,1.8,2.8,0.648,0.558,1.1,1.4,0.816,1.4,4.1,5.5,1,0.3,0.7,0.6,1.5,8.1,
263,Peyton Watson,22,DEN,SF,67,18,24.5,3,6.3,0.476,0.7,2,0.346,2.3,4.3,0.536,0.531,1.4,2,0.696,0.7,2.7,3.4,1.4,0.7,1.4,0.8,1.8,8.1,
264,Davion Mitchell,26,2TM,PG,73,36,27.5,3,6.5,0.468,1.2,2.9,0.398,1.9,3.6,0.525,0.557,0.8,1.2,0.69,0.5,1.8,2.2,4.9,1,0.2,1.7,2.5,8,
264,Davion Mitchell,26,TOR,PG,44,22,24.5,2.4,5.5,0.434,1,2.7,0.359,1.5,2.9,0.504,0.52,0.6,0.8,0.676,0.4,1.6,1.9,4.6,0.7,0.2,1.8,2.6,6.3,
264,Davion Mitchell,26,MIA,PG,29,14,32,4,7.9,0.504,1.4,3.2,0.447,2.5,4.6,0.545,0.596,1.1,1.6,0.702,0.7,2,2.7,5.2,1.4,0.3,1.7,2.4,10.5,
265,Caleb Martin,29,2TM,SF,44,24,27.2,2.9,6.7,0.426,0.8,2.3,0.37,2,4.5,0.454,0.488,1.4,2.2,0.622,1.2,2.8,4,2.2,1,0.5,1.3,1.9,8,
265,Caleb Martin,29,PHI,SF,31,24,30.4,3.3,7.5,0.435,1.1,2.8,0.379,2.2,4.7,0.469,0.506,1.5,2.4,0.622,1.4,3,4.4,2.2,1.1,0.6,1.4,2,9.1,
265,Caleb Martin,29,DAL,SF,13,0,19.5,1.9,4.9,0.391,0.3,1,0.308,1.6,3.9,0.412,0.422,1.2,1.8,0.625,0.7,2.2,2.9,2,0.9,0.2,1,1.7,5.3,
266,KJ Simpson,22,CHO,PG,35,14,23.1,2.9,8.4,0.349,0.9,3.7,0.258,2,4.8,0.419,0.405,1.2,1.4,0.82,1.1,1.9,3,3.1,0.9,0.2,1.5,1.5,8,
267,Day'Ron Sharpe,23,BRK,C,50,2,18.1,3.3,6.3,0.521,0.2,0.9,0.244,3.1,5.4,0.566,0.538,1.1,1.5,0.757,3,3.6,6.6,1.8,0.8,0.8,1.3,2.3,7.9,
268,Karlo Matkovi?,23,NOP,PF,42,7,18.8,3.2,5.6,0.574,0.5,1.6,0.318,2.7,4,0.675,0.619,0.8,1,0.773,1.5,3.5,5,1.1,0.5,1,1,2.5,7.7,
269,Lonzo Ball,27,CHI,PG,35,14,22.2,2.5,6.9,0.366,1.9,5.6,0.344,0.6,1.4,0.458,0.504,0.6,0.8,0.815,0.7,2.7,3.4,3.3,1.3,0.5,1.2,1.6,7.6,
270,Terance Mann,28,2TM,SG,66,12,21,3,6,0.491,0.9,2.4,0.373,2.1,3.6,0.571,0.566,0.7,1,0.697,1,2,3,1.8,0.7,0.2,0.7,1.9,7.5,
270,Terance Mann,28,LAC,SG,37,12,19.8,2.4,5.3,0.446,0.7,2,0.347,1.6,3.2,0.508,0.513,0.6,0.9,0.719,0.9,2,2.9,1.6,0.8,0.3,0.7,1.8,6,
270,Terance Mann,28,ATL,SG,29,0,22.5,3.8,7,0.534,1.2,3,0.395,2.6,4.1,0.636,0.618,0.8,1.2,0.676,1.2,1.9,3.1,2,0.7,0.1,0.7,2.1,9.5,
271,AJ Johnson,20,2TM,SG,28,10,21.1,2.7,7,0.386,0.8,3,0.259,1.9,4,0.482,0.442,1.1,1.3,0.865,0.3,1.8,2.1,2.4,0.4,0.1,1.2,1.7,7.4,
271,AJ Johnson,20,MIL,SG,7,0,6.3,1.1,2.7,0.421,0.4,0.7,0.6,0.7,2,0.357,0.5,0.1,0.3,0.5,0,1,1,1,0.1,0,0.6,0,2.9,
271,AJ Johnson,20,WAS,SG,21,10,26,3.2,8.5,0.382,0.9,3.8,0.238,2.3,4.7,0.5,0.435,1.5,1.7,0.886,0.4,2,2.4,2.9,0.5,0.1,1.4,2.3,8.9,
272,Damion Baugh,24,CHO,SG,14,2,24.6,2.8,8.6,0.325,0.9,3.8,0.226,1.9,4.8,0.403,0.375,0.9,1.1,0.867,0.8,2.3,3.1,3.6,1,0.1,1.9,1.4,7.4,
273,A.J. Green,25,MIL,SG,72,6,22.8,2.5,5.8,0.43,2.1,5,0.426,0.4,0.8,0.45,0.612,0.3,0.4,0.815,0.3,2.1,2.4,1.4,0.5,0.1,0.6,2.2,7.4,
274,Josh Green,24,CHO,SG,68,67,27.8,2.6,6.2,0.428,1.4,3.6,0.391,1.2,2.5,0.48,0.543,0.7,1.1,0.681,0.8,1.7,2.5,1.6,1.1,0.2,1,2.4,7.4,
275,Richaun Holmes,31,WAS,PF,31,7,17.2,2.9,4.5,0.647,0,0.1,0,2.9,4.4,0.662,0.647,1.6,1.9,0.833,2,3.7,5.7,1.4,0.3,0.7,0.7,1.6,7.4,
276,Garrison Mathews,28,ATL,SG,46,2,17.2,2.1,5.4,0.395,1.8,4.6,0.389,0.3,0.8,0.432,0.56,1.4,1.7,0.818,0.3,1.5,1.8,1.3,0.6,0.3,0.6,1.7,7.4,
277,Alec Burks,33,MIA,SG,49,14,17.6,2.3,5.5,0.424,1.8,4.2,0.425,0.6,1.3,0.422,0.587,0.8,1,0.776,0.3,2.2,2.5,1.1,0.6,0.1,0.6,0.8,7.3,
278,Ricky Council IV,23,PHI,SF,72,12,17.1,2.4,6.3,0.385,0.8,2.9,0.258,1.7,3.4,0.492,0.444,1.7,2.1,0.801,0.7,2.2,2.9,1.3,0.4,0.2,0.7,0.9,7.3,
279,N'Faly Dante,23,HOU,C,3,0,15.3,3,4,0.75,0,0,,3,4,0.75,0.75,1.3,1.7,0.8,2,3.7,5.7,0.7,0.3,1.7,0.7,2.7,7.3,
280,Andre Drummond,31,PHI,C,40,23,18.8,2.9,5.9,0.5,0.1,0.5,0.15,2.9,5.4,0.533,0.506,1.4,2.3,0.622,2.7,5,7.8,0.9,1,0.5,1.4,2.4,7.3,
281,GG Jackson II,20,MEM,PF,28,2,15.1,2.6,6.7,0.385,1.1,3.3,0.337,1.5,3.4,0.432,0.468,1,1.4,0.725,0.9,2.2,3.1,0.9,0.4,0.2,1,1,7.3,
282,Tre Jones,25,2TM,PG,46,9,19.7,2.8,5.2,0.538,0.4,1,0.396,2.4,4.1,0.574,0.578,1.2,1.5,0.821,0.7,1.8,2.5,4.2,0.8,0.2,0.8,1.2,7.2,
282,Tre Jones,25,SAS,PG,28,0,16.1,1.6,3.3,0.484,0.3,0.9,0.308,1.3,2.4,0.552,0.527,0.9,1.2,0.758,0.5,1.5,2.1,3.7,0.6,0.2,0.8,1.2,4.4,
282,Tre Jones,25,CHI,PG,18,9,25.3,4.6,8.1,0.572,0.6,1.2,0.5,4,6.8,0.585,0.61,1.7,1.9,0.882,0.9,2.3,3.2,4.9,1.1,0.3,0.8,1.2,11.5,
283,Sam Merrill,28,CLE,SG,71,4,19.7,2.4,6,0.406,1.9,5.2,0.372,0.5,0.8,0.625,0.567,0.4,0.4,0.966,0.5,1.7,2.2,1.5,0.7,0.2,0.5,1.7,7.2,
284,Jalen Hood-Schifino,21,2TM,SG,14,0,20.5,2.5,6.4,0.393,0.9,3,0.31,1.6,3.4,0.468,0.466,1.1,1.4,0.842,0.1,1.6,1.8,2.4,0.4,0.5,1.1,1.6,7.1,
284,Jalen Hood-Schifino,21,LAL,SG,2,0,7,0.5,0.5,1,0,0,,0.5,0.5,1,1,1,1,1,0.5,0,0.5,0.5,0,0.5,0.5,1.5,2,
284,Jalen Hood-Schifino,21,PHI,SG,12,0,22.8,2.8,7.3,0.386,1.1,3.5,0.31,1.8,3.8,0.457,0.46,1.2,1.4,0.824,0.1,1.9,2,2.8,0.4,0.5,1.3,1.7,7.9,
285,Goga Bitadze,25,ORL,C,69,42,20.3,2.9,4.8,0.615,0,0.4,0.111,2.9,4.4,0.66,0.62,1.2,1.9,0.643,2.4,4.3,6.6,1.9,0.7,1.4,1,2.1,7.1,
286,Alex Caruso,30,OKC,SG,54,3,19.3,2.6,5.8,0.446,1.1,3.1,0.353,1.5,2.7,0.556,0.541,0.8,0.9,0.824,0.7,2.2,2.9,2.5,1.6,0.6,0.7,1.9,7.1,
287,Tristan Da Silva,23,ORL,SF,73,37,21.8,2.7,6.4,0.413,1,3.2,0.326,1.6,3.2,0.498,0.494,0.8,0.9,0.873,1,2.3,3.3,1.5,0.5,0.2,0.8,1.3,7.1,
288,Vit Krejci,24,ATL,PG,56,16,20.1,2.5,5.1,0.488,1.6,3.6,0.431,0.9,1.5,0.627,0.641,0.6,0.8,0.705,0.4,2.3,2.7,2.5,0.6,0.5,0.8,1.8,7.1,
289,Jamal Shead,22,TOR,PG,74,10,19.3,2.7,6.6,0.407,0.9,2.9,0.321,1.8,3.7,0.474,0.478,0.7,0.9,0.776,0.4,1.1,1.5,4.1,0.8,0.1,1.5,2.1,7.1,
290,Bol Bol,25,PHO,PF,35,10,12.7,2.7,5.2,0.525,0.9,2.7,0.344,1.8,2.6,0.711,0.612,0.6,0.7,0.769,0.6,2.4,3,0.6,0.3,0.7,0.6,0.6,7,
291,Jeff Dowtin,27,PHI,PG,41,3,15.1,2.7,5.6,0.487,0.7,1.7,0.4,2,3.9,0.525,0.548,0.8,1.1,0.733,0.3,1.2,1.5,1.9,0.6,0.3,0.4,0.7,7,
292,Marcus Garrett,26,CHO,SG,4,0,19.8,2.8,6.8,0.407,0.8,2,0.375,2,4.8,0.421,0.463,0.8,1,0.75,0.3,1.3,1.5,3.3,0.8,0.5,1.5,2.5,7,
293,Isaiah Jackson,23,IND,C,5,1,16.8,2.8,4.6,0.609,0,0,,2.8,4.6,0.609,0.609,1.4,2.8,0.5,2.2,3.4,5.6,1,0.6,1.6,1,2.8,7,
294,Josh Okogie,26,2TM,SG,39,6,15.6,2.3,5.2,0.446,0.8,2.2,0.353,1.5,3,0.513,0.52,1.5,2.1,0.738,1.2,1.7,2.8,0.8,1.2,0.4,0.8,1.2,6.9,
294,Josh Okogie,26,PHO,SG,25,1,14,2.2,4.6,0.491,0.6,1.7,0.381,1.6,2.9,0.556,0.561,0.9,1.3,0.688,1.3,1.6,2.9,0.6,0.8,0.4,0.6,1.1,6,
294,Josh Okogie,26,CHO,SG,14,5,18.3,2.4,6.3,0.386,1,3.1,0.326,1.4,3.2,0.444,0.466,2.6,3.4,0.771,0.9,1.9,2.8,1.2,1.9,0.5,1,1.4,8.5,
295,Orlando Robinson,24,2TM,C,44,8,17.5,2.6,5.9,0.444,0.4,1.2,0.327,2.3,4.8,0.474,0.477,1.2,1.6,0.771,2,3,5,1.8,0.4,0.4,1.1,2.3,6.9,
295,Orlando Robinson,24,SAC,C,9,0,6.3,0.8,1.9,0.412,0.1,0.6,0.2,0.7,1.3,0.5,0.441,0.4,0.8,0.571,0.3,1.2,1.6,1,0.3,0.1,0.4,0.7,2.1,
295,Orlando Robinson,24,TOR,C,35,8,20.4,3.1,7,0.447,0.5,1.3,0.34,2.7,5.6,0.472,0.48,1.4,1.8,0.794,2.5,3.4,5.9,1.9,0.4,0.4,1.3,2.7,8.1,
296,Jake LaRavia,23,2TM,PF,66,0,20.4,2.4,5.1,0.475,0.9,2.2,0.423,1.5,3,0.513,0.564,1.2,1.7,0.678,1.4,2.6,3.9,2.4,0.9,0.3,1.3,2,6.9,
296,Jake LaRavia,23,MEM,PF,47,0,20.9,2.5,5.1,0.49,0.9,1.9,0.444,1.7,3.2,0.517,0.573,1.4,2,0.698,1.4,2.9,4.4,2.8,0.9,0.4,1.5,2,7.3,
296,Jake LaRavia,23,SAC,PF,19,0,19.3,2.2,5.1,0.438,1.1,2.7,0.385,1.2,2.3,0.5,0.542,0.6,1,0.579,1.2,1.6,2.8,1.3,0.9,0.2,0.9,2.1,6.1,
297,Matisse Thybulle,27,POR,SG,14,4,20.2,2.6,5.5,0.481,1.3,3.1,0.419,1.4,2.4,0.559,0.597,0.4,0.6,0.625,0.7,2.6,3.4,1.9,2.2,0.6,0.9,0.9,6.9,
298,Cody Martin,29,2TM,SF,52,8,22.3,2.6,6.2,0.419,0.8,2.9,0.289,1.8,3.3,0.532,0.486,0.8,1.2,0.705,1,3.3,4.3,2,1.1,0.6,1,1.8,6.8,
298,Cody Martin,29,CHO,SF,39,8,24.8,3,6.9,0.433,1,3.2,0.323,1.9,3.7,0.528,0.507,0.9,1.3,0.694,1,3.5,4.5,2.3,1.1,0.7,1.1,1.8,7.8,
298,Cody Martin,29,PHO,SF,13,0,14.9,1.5,4.2,0.352,0.2,1.9,0.12,1.2,2.2,0.552,0.38,0.7,0.9,0.75,1,2.5,3.5,1.2,1,0.5,0.6,1.7,3.8,
299,Jamison Battle,23,TOR,SF,58,9,17.2,2.4,5.7,0.427,1.7,4.2,0.402,0.7,1.4,0.5,0.576,0.3,0.3,0.889,0.6,1.9,2.6,0.9,0.3,0.2,0.4,1.5,6.8,
300,Ryan Dunn,22,PHO,SF,73,43,18.9,2.7,6.4,0.429,1.1,3.5,0.31,1.6,2.8,0.577,0.515,0.3,0.5,0.487,1.2,2.3,3.5,0.7,0.6,0.5,0.5,2.2,6.8,
301,Eric Gordon,36,PHI,SG,39,13,19.7,2.2,5.2,0.426,1.4,3.5,0.409,0.8,1.7,0.463,0.564,0.9,1.2,0.75,0.2,1,1.2,1.7,0.7,0.3,0.7,0.8,6.8,
302,Jaxson Hayes,24,LAL,C,56,35,19.5,2.9,4,0.722,0,0.1,0,2.9,3.9,0.732,0.722,1.1,1.8,0.622,1.4,3.4,4.8,1,0.6,0.9,0.8,2.4,6.8,
303,Oscar Tshiebwe,25,UTA,C,13,1,17.8,2.7,4.8,0.565,0,0,,2.7,4.8,0.565,0.565,1.5,2,0.731,3.2,5.2,8.5,0.5,0.8,0,0.5,1.7,6.8,
304,Cameron Payne,30,NYK,PG,71,4,14.9,2.4,6.1,0.4,1.3,3.5,0.361,1.2,2.6,0.451,0.503,0.6,0.7,0.896,0.2,1.2,1.4,2.8,0.5,0.2,0.7,1.5,6.7,
305,Vasilije Mici?,31,2TM,PG,41,16,19.1,2.3,6.7,0.348,1.1,3,0.36,1.2,3.6,0.338,0.43,0.8,1,0.829,0.5,1.7,2.2,3.1,0.4,0,1.9,1.1,6.6,
305,Vasilije Mici?,31,CHO,PG,36,16,21.2,2.6,7.6,0.348,1.3,3.5,0.36,1.4,4.1,0.338,0.43,0.9,1.1,0.829,0.6,1.9,2.4,3.5,0.4,0,2.1,1.2,7.5,
305,Vasilije Mici?,31,PHO,PG,5,0,4.2,0,0,,0,0,,0,0,,,0,0,,0,0.4,0.4,0.2,0,0,0.6,0.2,0,
306,Jay Huff,26,MEM,C,63,2,11.4,2.3,4.7,0.505,1.3,3.1,0.403,1.1,1.5,0.711,0.64,0.7,0.9,0.778,0.4,1.5,2,0.6,0.2,0.8,0.5,1.2,6.6,
307,Trayce Jackson-Davis,24,GSW,C,62,37,15.6,2.8,4.9,0.576,0,0,0,2.8,4.8,0.582,0.576,1,1.6,0.578,2,3,5,1.7,0.4,0.6,0.7,1.2,6.6,
308,DaQuan Jeffries,27,CHO,SG,46,19,22.7,2.5,6.1,0.409,1.1,3.4,0.333,1.3,2.7,0.504,0.502,0.5,0.6,0.828,0.8,2.1,2.8,1.2,0.5,0.5,0.7,2.1,6.6,
309,Antonio Reeves,24,NOP,SG,43,5,14.4,2.4,5.4,0.449,1.2,2.9,0.408,1.3,2.5,0.495,0.558,0.6,0.7,0.8,0.4,0.9,1.3,0.9,0.5,0.1,0.7,0.9,6.6,
310,Thomas Bryant,27,2TM,C,65,8,14.5,2.5,4.8,0.508,0.7,2.2,0.326,1.7,2.6,0.661,0.583,0.8,1,0.859,1.3,2.6,3.8,0.8,0.4,0.6,0.5,1.2,6.5,
310,Thomas Bryant,27,MIA,C,10,0,11.5,1.2,2.8,0.429,0.6,1.7,0.353,0.6,1.1,0.545,0.536,1.1,1.1,1,0.6,2.6,3.2,0.4,0.1,0.9,0.2,0.9,4.1,
310,Thomas Bryant,27,IND,C,55,8,15.1,2.7,5.2,0.516,0.7,2.3,0.323,1.9,2.9,0.669,0.587,0.8,1,0.83,1.4,2.5,3.9,0.9,0.5,0.6,0.5,1.2,6.9,
311,Seth Curry,34,CHO,SG,68,14,15.6,2.4,5,0.478,1.2,2.7,0.456,1.2,2.4,0.503,0.599,0.5,0.6,0.846,0.4,1.3,1.7,0.9,0.4,0.1,0.5,0.9,6.5,
312,Ron Holland,19,DET,SF,80,1,15.6,2.4,5.2,0.473,0.4,1.9,0.235,2,3.3,0.608,0.516,1.2,1.5,0.76,0.5,2.2,2.7,1,0.6,0.2,0.9,1.8,6.5,
313,Trey Lyles,29,SAC,PF,68,5,19.5,2.3,5.4,0.42,1.2,3.4,0.342,1.1,2,0.556,0.529,0.8,1.2,0.696,1.2,3.4,4.6,1.2,0.6,0.3,0.6,1.3,6.5,
314,Ajay Mitchell,22,OKC,SG,35,1,16.5,2.5,5,0.506,0.6,1.5,0.415,1.9,3.5,0.545,0.569,0.8,1,0.829,0.5,1.4,1.9,1.8,0.7,0.1,0.8,1.8,6.5,
315,Gary Payton II,32,GSW,SG,61,11,14.8,2.8,4.8,0.578,0.5,1.5,0.33,2.3,3.3,0.695,0.631,0.4,0.6,0.711,0.9,2.1,3,1.3,0.8,0.3,0.6,1.7,6.5,
316,Precious Achiuwa,25,NYK,C,56,9,20.3,2.8,5.5,0.505,0.2,0.6,0.278,2.6,4.9,0.535,0.521,0.7,1.2,0.6,1.8,3.7,5.5,0.9,0.8,0.8,0.8,1.4,6.4,
317,Donovan Clingan,20,POR,C,66,36,19.7,2.6,4.9,0.537,0.2,0.7,0.286,2.4,4.2,0.582,0.559,0.9,1.5,0.62,3.2,4.6,7.8,1.1,0.5,1.6,1.1,2.8,6.4,
318,Haywood Highsmith,28,MIA,SF,73,41,24.6,2.4,5.2,0.457,1.2,3.1,0.382,1.2,2.1,0.569,0.571,0.4,0.6,0.721,1,2.4,3.4,1.5,0.9,0.5,0.7,2.2,6.4,
319,Talen Horton-Tucker,24,CHI,SG,57,0,12.2,2.2,4.9,0.45,0.7,2.1,0.342,1.5,2.8,0.531,0.523,1.2,1.6,0.736,0.3,1.4,1.7,1.4,0.3,0.2,0.7,1,6.4,
320,KJ Martin,24,2TM,PF,43,16,21.2,2.6,4.7,0.552,0.3,1.3,0.259,2.2,3.3,0.671,0.59,0.9,1.1,0.787,0.7,2.2,2.9,1.1,0.4,0.5,0.6,2.3,6.4,
320,KJ Martin,24,PHI,PF,24,7,20,2.5,4.1,0.616,0.3,0.9,0.381,2.2,3.3,0.679,0.657,1,1.2,0.828,0.9,2.1,3,0.8,0.5,0.7,0.5,2.6,6.4,
320,KJ Martin,24,UTA,SF,19,9,22.7,2.6,5.4,0.49,0.4,1.9,0.189,2.3,3.4,0.662,0.525,0.7,0.9,0.722,0.5,2.3,2.8,1.5,0.3,0.3,0.6,2.1,6.3,
321,Marcus Sasser,24,DET,PG,56,0,13.7,2.3,4.9,0.469,1,2.6,0.39,1.3,2.3,0.557,0.572,0.7,0.9,0.833,0.3,0.9,1.2,2.2,0.6,0.1,0.9,1.3,6.4,
322,Gabe Vincent,28,LAL,PG,72,11,21.2,2.3,5.8,0.4,1.5,4.3,0.353,0.8,1.5,0.532,0.53,0.2,0.3,0.714,0.3,1,1.3,1.4,0.7,0.2,0.6,2.1,6.4,
323,Vince Williams Jr.,24,MEM,SG,26,4,18.2,2.4,6.1,0.396,0.9,3.5,0.261,1.5,2.6,0.582,0.472,0.7,0.8,0.773,0.7,2.7,3.3,1.9,0.5,0.2,1.3,1.7,6.4,
324,Zach Collins,27,2TM,PF,63,12,15.3,2.4,4.7,0.505,0.5,1.7,0.295,1.9,3,0.621,0.558,1,1.2,0.878,1.6,2.9,4.5,1.7,0.5,0.5,1,2.1,6.3,
324,Zach Collins,27,SAS,C,36,4,11.8,1.7,3.7,0.462,0.4,1.3,0.304,1.3,2.4,0.547,0.515,0.9,1,0.886,1.1,1.8,2.8,1.4,0.4,0.4,0.6,1.9,4.6,
324,Zach Collins,27,CHI,PF,27,8,19.9,3.3,6,0.54,0.6,2.2,0.288,2.6,3.9,0.683,0.592,1.3,1.4,0.872,2.3,4.4,6.8,2.1,0.6,0.5,1.4,2.3,8.4,
325,Chuma Okeke,26,2TM,PF,8,3,21.8,2.4,4.4,0.543,1.3,2.9,0.435,1.1,1.5,0.75,0.686,0.3,0.4,0.667,2.5,2.9,5.4,1.6,0.6,0.4,0.4,0.6,6.3,
325,Chuma Okeke,26,PHI,PF,7,3,24.4,2.6,4.7,0.545,1.4,3.1,0.455,1.1,1.6,0.727,0.697,0.3,0.4,0.667,2.9,3.3,6.1,1.9,0.7,0.4,0.4,0.7,6.9,
325,Chuma Okeke,26,CLE,PF,1,0,3,1,2,0.5,0,1,0,1,1,1,0.5,0,0,,0,0,0,0,0,0,0,0,2,
326,Marcus Bagley,23,PHI,SF,9,3,23.3,2.6,6.7,0.383,0.6,3.2,0.172,2,3.4,0.581,0.425,0.7,0.9,0.75,2.1,4,6.1,1,0.6,1.2,0.6,1.4,6.3,
327,Kris Dunn,30,LAC,PG,73,57,23.9,2.6,5.9,0.434,1,3,0.326,1.6,2.9,0.547,0.517,0.2,0.3,0.682,0.7,2.7,3.4,2.8,1.7,0.4,1,2.6,6.3,
328,Jeremiah Robinson-Earl,24,NOP,PF,65,8,18.6,2.4,5.1,0.465,0.8,2.4,0.35,1.5,2.7,0.569,0.548,0.7,0.8,0.849,1.6,3,4.6,1.3,0.6,0.1,0.8,1.2,6.3,
329,Bones Hyland,24,2TM,PG,24,0,10,2,4.9,0.398,1.3,3.4,0.39,0.6,1.5,0.417,0.534,1,1.1,0.885,0.2,0.8,1,1.3,0.8,0.2,1,1.2,6.2,
329,Bones Hyland,24,LAC,PG,20,0,11.1,2.3,5.8,0.391,1.6,4,0.388,0.7,1.8,0.4,0.526,1.2,1.3,0.885,0.3,1,1.2,1.4,0.9,0.2,1.2,1.3,7.2,
329,Bones Hyland,24,MIN,PG,4,0,4.3,0.5,0.8,0.667,0.3,0.5,0.5,0.3,0.3,1,0.833,0,0,,0,0.3,0.3,1,0,0,0.3,0.8,1.3,
330,Sandro Mamukelashvili,25,SAS,PF,60,0,11,2.3,4.6,0.495,1,2.7,0.377,1.3,1.9,0.658,0.604,0.7,1,0.741,1,2,3.1,0.7,0.4,0.3,0.4,1,6.2,
331,Ryan Rollins,22,MIL,PG,56,19,14.6,2.4,4.8,0.487,0.9,2.1,0.408,1.5,2.7,0.55,0.577,0.6,0.8,0.8,0.4,1.6,1.9,1.9,0.8,0.3,0.9,1.6,6.2,
332,Dru Smith,27,MIA,SG,14,1,19.1,2.2,4.4,0.508,1.1,2.1,0.533,1.1,2.2,0.484,0.639,0.6,0.9,0.75,0.9,1.7,2.6,1.6,1.5,0.4,1.2,2.1,6.2,
333,Kenrich Williams,30,OKC,PF,68,6,16.1,2.4,4.9,0.485,1,2.4,0.402,1.4,2.5,0.564,0.583,0.4,0.5,0.771,0.9,2.4,3.4,1.4,0.6,0.1,0.5,1.6,6.2,
334,Mouhamed Gueye,22,ATL,PF,32,27,16.4,2.2,5.3,0.42,0.6,2.5,0.25,1.6,2.8,0.573,0.479,1,1.3,0.762,1.3,2.9,4.2,0.8,0.9,1,0.5,1.7,6.1,
335,Jonathan Mogbo,23,TOR,PF,62,17,20.2,2.5,5.5,0.444,0.3,1,0.262,2.2,4.5,0.487,0.469,1,1.3,0.738,1.7,3.1,4.8,2.2,0.8,0.5,1.1,2.1,6.1,
