Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
126,Tobias Harris,32,DET,PF,50,50,32,5,11.2,0.45,1.2,3.8,0.321,3.8,7.4,0.516,0.504,1.9,2.2,0.872,0.9,5.1,6,2.4,0.9,0.8,1.1,1.9,13.2,
127,D'Angelo Russell,28,2TM,PG,43,21,25.7,4.4,11,0.401,2,5.9,0.333,2.4,5,0.481,0.492,2.2,2.5,0.872,0.3,2.5,2.8,5.1,1,0.4,1.9,1.9,13,
128,D'Angelo Russell,28,LAL,PG,29,10,26.3,4.4,10.7,0.415,1.9,5.8,0.333,2.5,4.9,0.51,0.505,1.6,1.8,0.849,0.3,2.5,2.8,4.7,0.8,0.1,1.7,1.8,12.4,
129,D'Angelo Russell,28,BRK,PG,14,11,24.4,4.3,11.4,0.375,2.1,6.2,0.333,2.2,5.2,0.425,0.466,3.6,4,0.893,0.4,2.5,2.9,6.1,1.4,0.9,2.1,2.1,14.2,
130,Rui Hachimura,26,LAL,PF,43,43,32.1,4.9,9.7,0.507,1.6,3.8,0.427,3.3,5.9,0.559,0.591,1.6,2,0.788,1.5,3.7,5.2,1.5,0.8,0.5,0.9,1.9,13,
131,Russell Westbrook,36,DEN,PG,48,27,27.7,4.9,10.3,0.477,1.1,3.5,0.331,3.8,6.8,0.55,0.532,2,3.2,0.641,1.4,3.7,5.1,6.4,1.5,0.5,3,2.5,13,
132,Moritz Wagner,27,ORL,C,30,1,18.8,4.7,8.3,0.562,0.9,2.5,0.36,3.8,5.8,0.649,0.616,2.6,3.7,0.718,1.3,3.6,4.9,1.4,0.8,0.4,1.6,1.8,12.9,
133,Santi Aldama,24,MEM,PF,44,11,24.6,5,10.1,0.493,1.7,4.6,0.369,3.3,5.5,0.598,0.578,1.1,1.5,0.721,1.6,5.2,6.7,2.6,0.8,0.5,1.1,1.1,12.8,
134,Malcolm Brogdon,32,WAS,PG,22,13,24,4.3,10,0.425,0.7,2.5,0.291,3.5,7.5,0.47,0.462,3.5,4,0.876,0.9,3,3.9,4,0.5,0.2,1.6,1.3,12.8,
135,Stephon Castle,20,SAS,PG,49,29,25.7,4.5,10.9,0.413,1.1,3.8,0.282,3.4,7.1,0.484,0.463,2.6,3.5,0.728,0.8,2,2.8,3.6,0.8,0.3,2,1.8,12.7,
136,Bilal Coulibaly,20,WAS,SF,48,48,33.4,4.5,10.8,0.421,1.1,3.9,0.28,3.4,6.9,0.5,0.471,2.5,3.3,0.761,1.5,3.6,5.1,3.4,1.4,0.8,2.1,2.4,12.6,
137,Khris Middleton,33,MIL,SF,23,7,23.2,4.7,9.2,0.512,1.5,3.7,0.407,3.2,5.4,0.584,0.595,1.7,2,0.848,0.2,3.5,3.7,4.4,0.7,0.2,1.6,2.3,12.6,
138,Daniel Gafford,26,DAL,C,50,27,22.1,5,7.2,0.697,0,0,,5,7.2,0.697,0.697,2.4,3.5,0.699,2.8,4.2,6.9,1.4,0.4,1.9,1.2,2.7,12.5,
139,Scoot Henderson,20,POR,PG,46,8,26.5,4.3,9.9,0.434,1.5,4,0.368,2.8,5.8,0.48,0.509,2.5,3.2,0.788,0.7,2.3,3,5.3,1.2,0.3,2.7,2.7,12.5,
140,Ayo Dosunmu,25,CHI,SG,42,24,30.7,4.8,9.8,0.493,1.4,4.1,0.345,3.4,5.6,0.602,0.566,1.3,1.6,0.797,0.6,2.9,3.5,4.6,0.9,0.4,1.4,2.3,12.4,
141,Terry Rozier,30,MIA,PG,46,21,28.6,4.6,11.2,0.409,1.6,5.3,0.307,2.9,5.9,0.5,0.482,1.7,2,0.856,0.8,3.3,4.2,2.9,0.6,0.3,1.4,1.4,12.4,
142,Aaron Gordon,29,DEN,PF,31,22,26.6,4.3,8.5,0.5,1.1,2.8,0.407,3.1,5.7,0.545,0.566,2.6,3.3,0.792,1.5,3.4,4.9,3.1,0.5,0.3,1.3,1.5,12.2,
143,Brook Lopez,36,MIL,C,49,49,32.1,4.6,9.7,0.475,1.9,5.2,0.368,2.7,4.6,0.596,0.572,1.1,1.3,0.803,1.1,3.6,4.6,1.7,0.7,1.9,1,2.2,12.2,
144,Josh Giddey,22,CHI,PG,49,49,28.8,4.6,10.3,0.444,1.3,3.9,0.339,3.3,6.4,0.508,0.508,1.6,2.2,0.755,1.6,5.6,7.2,6.5,1.1,0.6,2.7,1.6,12.1,
145,Keegan Murray,24,SAC,PF,49,49,35.1,4.7,10.8,0.437,1.8,5.6,0.325,2.9,5.2,0.557,0.521,0.9,1.1,0.827,2.2,4.9,7.1,1.3,0.8,0.9,0.9,2.6,12.1,
146,Onyeka Okongwu,24,ATL,C,46,12,25.1,4.8,8.4,0.567,0.5,1.6,0.28,4.3,6.8,0.636,0.594,2,2.7,0.748,2.8,5.1,7.9,2,0.8,0.8,1,2.4,12,
147,Daeqwon Plowden,26,ATL,SG,2,0,16.5,4,5,0.8,3,4,0.75,1,1,1,1.1,1,1,1,1.5,1,2.5,0,0,0,0.5,2.5,12,
148,Jabari Smith Jr.,21,HOU,PF,33,33,30.9,4.1,9.5,0.435,1.7,4.8,0.354,2.4,4.7,0.516,0.524,2,2.3,0.867,1.8,4.7,6.5,1,0.4,1,0.9,2.3,11.9,
149,Harrison Barnes,32,SAS,PF,50,50,28,4.1,8,0.508,1.6,3.8,0.423,2.5,4.2,0.583,0.608,2.1,2.6,0.802,1.5,2.6,4.1,1.8,0.4,0.2,0.6,1,11.8,
150,Buddy Hield,32,GSW,SG,52,20,23.5,4.2,10.2,0.412,2.6,7,0.373,1.6,3.2,0.5,0.54,0.7,0.9,0.822,0.6,2.7,3.3,1.7,0.9,0.3,1.2,1.8,11.8,
151,Keldon Johnson,25,SAS,SF,47,0,23.6,4.4,9.6,0.456,1.1,3.6,0.304,3.3,6,0.548,0.513,1.9,2.5,0.771,1.3,3.3,4.6,1.3,0.6,0.2,0.8,1.4,11.8,
152,Jeremy Sochan,21,SAS,PF,31,19,26.7,4.8,8.9,0.536,0.5,1.5,0.326,4.3,7.4,0.578,0.563,1.8,2.5,0.718,2.5,4.8,7.4,2.5,0.9,0.6,1.7,2.4,11.8,
153,Isaiah Hartenstein,26,OKC,C,31,30,29.3,4.9,8.7,0.561,0,0.4,0,4.9,8.3,0.589,0.561,1.6,2.5,0.646,3,9,12,4.2,0.8,1.2,1.8,2.9,11.5,
154,Corey Kispert,25,WAS,SF,47,0,26.9,4.2,9.4,0.449,1.9,5.4,0.352,2.3,4,0.583,0.551,1.1,1.3,0.869,0.7,2.4,3.1,1.7,0.6,0.2,1,1.6,11.5,
155,Alex Sarr,19,WAS,C,41,41,26.8,4.3,10.9,0.397,1.4,4.6,0.307,2.9,6.3,0.463,0.462,1.4,2.1,0.644,1.8,4.8,6.6,2.2,0.7,1.6,1.4,2.4,11.5,
156,Jonas Valančiūnas,32,2TM,C,51,12,19.9,4.6,8.5,0.542,0.1,0.5,0.259,4.5,7.9,0.56,0.55,2,2.2,0.902,2.4,5.7,8.1,2.2,0.4,0.6,1.7,2,11.3,
157,Jonas Valančiūnas,32,WAS,C,49,12,20.1,4.7,8.6,0.547,0.1,0.6,0.259,4.6,8.1,0.567,0.556,1.9,2.2,0.896,2.4,5.8,8.2,2.2,0.4,0.6,1.8,2,11.5,
158,Jonas Valančiūnas,32,SAC,C,2,0,15.5,1.5,5,0.3,0,0,,1.5,5,0.3,0.3,3,3,1,1.5,3.5,5,2,0,0.5,0.5,3,6,
159,Ty Jerome,27,CLE,SG,49,2,19,4.2,8.1,0.516,1.4,3.4,0.43,2.7,4.7,0.578,0.606,1.5,1.7,0.892,0.7,1.8,2.5,3.4,1.2,0,1.2,1.5,11.3,
160,Naji Marshall,27,DAL,SF,40,14,24.5,4.5,8.9,0.506,0.9,2.9,0.31,3.6,6,0.6,0.556,1.4,1.6,0.862,0.9,2.7,3.6,2.5,1,0.1,1.4,1.5,11.3,
161,Jaden McDaniels,24,MIN,PF,53,53,31.5,4.5,9.5,0.469,1.3,3.8,0.337,3.2,5.7,0.556,0.536,1.2,1.5,0.805,1.5,4,5.6,1.8,1.4,0.9,1.1,2.9,11.3,
162,Zaccharie Risacher,19,ATL,SF,46,44,23.8,4.3,10,0.429,1.3,4.2,0.311,3,5.8,0.515,0.495,1.5,2.1,0.694,1.3,2.1,3.4,1.2,0.8,0.5,1.1,2,11.3,
163,Walker Kessler,23,UTA,C,40,40,30.2,4.8,6.8,0.71,0.1,0.2,0.333,4.8,6.7,0.718,0.713,1.5,2.7,0.541,4.6,7.4,11.9,1.6,0.6,2.4,1.5,2.3,11.2,
164,Grayson Allen,29,PHO,SG,42,3,25.1,3.5,7.9,0.449,2.6,5.9,0.435,1,2,0.488,0.611,1.4,1.7,0.831,0.6,2.8,3.5,2,1,0.3,1,1.4,11.1,
165,Tari Eason,23,HOU,PF,35,3,23.9,4.3,9.1,0.473,1,2.9,0.337,3.3,6.2,0.537,0.527,1.6,2.1,0.753,2.1,4.1,6.3,1.1,1.9,0.9,0.9,2.4,11.1,
166,Tyus Jones,28,PHO,PG,51,51,29.5,4.1,9,0.459,2.1,5.1,0.411,2.1,4,0.52,0.574,0.8,0.9,0.886,0.5,1.9,2.4,5.9,0.9,0.1,1.3,1,11.1,
167,Jaylen Wells,21,MEM,SG,52,47,25.8,3.9,8.9,0.443,1.8,4.9,0.374,2.1,4,0.526,0.545,1.4,1.7,0.841,1.1,2.1,3.2,1.7,0.6,0.1,0.9,1.9,11.1,
168,Guerschon Yabusele,29,PHI,C,48,26,26.8,4.1,7.9,0.52,1.5,3.8,0.401,2.6,4.1,0.629,0.616,1.4,1.9,0.733,1.9,3.8,5.7,2,0.8,0.4,1.3,2.5,11.1,
169,Donte DiVincenzo,28,MIN,SG,40,8,26.4,3.7,9.3,0.397,2.6,7,0.369,1.1,2.4,0.479,0.535,1,1.3,0.82,0.6,3.1,3.7,3.6,1.2,0.2,1.8,1.6,11,
170,Jrue Holiday,34,BOS,PG,44,44,30.2,4,9.1,0.438,1.8,5.1,0.342,2.3,4,0.559,0.534,1.2,1.4,0.9,1.1,3.3,4.4,3.7,1,0.4,1.3,1.6,11,
171,Nikola Jović,21,MIA,PF,41,10,25,3.8,8.1,0.467,1.8,4.5,0.393,2,3.6,0.557,0.575,1.7,2.1,0.835,0.6,3.3,3.9,3,0.9,0.3,1.3,1.7,11,
172,Tim Hardaway Jr.,32,DET,SG,48,48,28.6,3.5,8.5,0.413,2.1,5.7,0.377,1.4,2.8,0.485,0.539,1.7,2,0.825,0.2,2.1,2.3,1.6,0.4,0.1,0.7,1.3,10.9,
173,Duncan Robinson,30,MIA,SF,48,30,24.3,3.8,9.2,0.418,2.5,6.6,0.377,1.4,2.6,0.524,0.553,0.7,0.8,0.895,0.3,2.1,2.3,2.6,0.6,0.1,1.1,2,10.9,
174,Rudy Gobert,32,MIN,C,53,53,33.3,4.2,6.4,0.65,0,0,,4.2,6.4,0.65,0.65,2.5,3.6,0.677,3.4,7,10.4,1.8,0.7,1.5,1.3,2.4,10.8,
175,Brandon Boston Jr.,23,NOP,SG,42,10,23.6,4,9.1,0.436,1.2,3.3,0.35,2.8,5.7,0.485,0.5,1.6,2,0.788,0.7,2.5,3.2,2.2,1.3,0.2,1.2,1.7,10.7,
176,Jalen Duren,21,DET,C,49,49,25.6,4.5,6.4,0.698,0,0,,4.5,6.4,0.698,0.698,1.8,2.6,0.672,3.6,6.5,10,2.4,0.7,1.2,1.9,3.3,10.7,
177,Jordan Hawkins,22,NOP,SG,34,5,23.1,3.6,10,0.359,1.9,5.8,0.325,1.7,4.2,0.406,0.453,1.5,1.8,0.839,0.4,2.1,2.4,0.9,0.6,0.4,0.9,0.7,10.6,
178,Andrew Nembhard,25,IND,SG,35,35,28.3,4,8.4,0.473,0.8,2.4,0.325,3.2,6,0.531,0.519,1.9,2.5,0.767,0.5,2.8,3.3,5,1.3,0.1,1.8,2.3,10.6,
179,Aaron Wiggins,26,OKC,SG,51,18,21.9,4.2,8.5,0.497,1.5,3.9,0.378,2.7,4.5,0.6,0.585,0.8,0.9,0.848,1.1,2.6,3.7,1.6,0.7,0.2,0.8,1.3,10.6,
180,Chris Boucher,32,TOR,PF,44,0,17.3,3.8,7.5,0.505,1.5,4,0.377,2.3,3.5,0.647,0.604,1.4,1.8,0.788,1.3,3,4.3,0.6,0.5,0.5,0.6,1.4,10.5,
181,Derrick Jones Jr.,27,LAC,SF,50,47,25.2,4.2,8.1,0.521,1,2.8,0.364,3.2,5.3,0.605,0.584,1.1,1.4,0.757,1.4,2.3,3.7,0.9,1.2,0.4,0.9,2,10.5,
182,Grant Williams,26,CHO,PF,16,7,29.9,3.4,7.7,0.439,1.7,4.6,0.365,1.7,3.1,0.551,0.549,1.9,2.3,0.838,1.1,4,5.1,2.3,1.1,0.8,1.8,2.9,10.4,
183,Quentin Grimes,24,2TM,SG,48,12,22.9,3.6,7.8,0.465,1.7,4.3,0.398,1.9,3.5,0.548,0.575,1.3,1.7,0.771,0.6,3.1,3.8,2.1,0.7,0.2,1.3,1.7,10.3,
184,Quentin Grimes,24,DAL,SG,47,12,22.8,3.6,7.8,0.463,1.7,4.3,0.398,1.9,3.5,0.543,0.573,1.3,1.7,0.765,0.6,3.2,3.8,2.1,0.7,0.2,1.3,1.7,10.2,
185,Quentin Grimes,24,PHI,SG,1,0,28,5,9,0.556,2,5,0.4,3,4,0.75,0.667,2,2,1,1,1,2,2,0,1,1,2,14,
186,Ochai Agbaji,24,TOR,SG,46,35,27.8,4.1,8.1,0.508,1.6,3.9,0.398,2.5,4.2,0.613,0.605,0.5,0.8,0.667,0.9,2.8,3.7,1.6,0.9,0.6,0.7,1.9,10.3,
187,Amir Coffey,27,LAC,SG,51,11,26,3.6,7.5,0.476,1.6,3.8,0.432,1.9,3.7,0.521,0.585,1.6,1.7,0.899,0.5,1.9,2.4,1.1,0.6,0.1,0.7,1.7,10.3,
188,Spencer Dinwiddie,31,DAL,PG,51,18,25,3.3,7.9,0.414,1.4,4,0.351,1.9,3.9,0.477,0.502,2.4,2.8,0.847,0.2,2.2,2.4,3.7,0.9,0.2,1.1,1.5,10.3,
189,Herbert Jones,26,NOP,SF,20,20,32.4,3.8,8.6,0.436,1.1,3.6,0.306,2.7,5,0.53,0.5,1.7,2,0.825,1.1,2.8,3.9,3.3,1.9,0.5,1.8,3.3,10.3,
190,De'Anthony Melton,26,GSW,SG,6,2,20.2,3.7,9,0.407,2.2,5.8,0.371,1.5,3.2,0.474,0.528,0.8,1.3,0.625,1,2.3,3.3,2.8,1.2,0.3,1.7,3,10.3,
191,Caris LeVert,30,2TM,SG,39,3,23.6,3.5,7.8,0.451,1.6,3.9,0.401,1.9,3.9,0.5,0.551,1.6,2.2,0.713,0.6,2.3,2.8,3.6,0.8,0.5,1.3,1.4,10.2,
192,Caris LeVert,30,CLE,SF,38,3,23.8,3.6,7.8,0.453,1.6,3.9,0.405,2,3.9,0.5,0.554,1.5,2.2,0.699,0.6,2.2,2.8,3.7,0.9,0.5,1.3,1.3,10.2,
193,Caris LeVert,30,ATL,SG,1,0,15,2,6,0.333,1,4,0.25,1,2,0.5,0.417,4,4,1,0,3,3,0,0,0,0,5,9,
194,Toumani Camara,24,POR,PF,51,51,32.3,3.8,8.5,0.448,1.5,4.1,0.356,2.4,4.4,0.533,0.533,1.1,1.5,0.733,2.4,3.6,5.9,2,1.4,0.6,1.5,3,10.1,
195,Julian Champagnie,23,SAS,SF,50,26,25,3.5,8.3,0.415,2.2,6.1,0.362,1.2,2.2,0.564,0.548,0.9,1,0.904,0.8,3.3,4.1,1.2,0.8,0.4,1,1.4,10.1,
196,Bogdan Bogdanović,32,ATL,SG,24,0,24.9,3.5,9.3,0.371,1.8,6.1,0.301,1.6,3.3,0.5,0.469,1.3,1.4,0.882,0.5,2.3,2.8,2,0.8,0.3,1.5,2.4,10,
197,Tosan Evbuomwan,23,BRK,SF,18,0,24.6,3.7,7.9,0.462,0.8,2.5,0.311,2.9,5.4,0.531,0.51,1.9,2.6,0.723,1.1,3,4.1,1.7,0.7,0.4,1.7,1.9,10,
198,Dante Exum,29,DAL,PG,5,3,19.2,3.6,7.4,0.486,1,2.6,0.385,2.6,4.8,0.542,0.554,1.8,2.4,0.75,0.2,1.2,1.4,3.2,0.6,0,1,1.4,10,
199,Jordan Goodwin,26,LAL,PG,1,0,25,4,7,0.571,1,2,0.5,3,5,0.6,0.643,1,1,1,2,2,4,1,0,0,2,3,10,
200,GG Jackson II,20,MEM,PF,10,0,17.9,3.5,8.6,0.407,1.3,4.4,0.295,2.2,4.2,0.524,0.483,1.7,2.3,0.739,1.2,2.4,3.6,0.8,0.5,0.2,1.5,0.9,10,
201,Keon Johnson,22,BRK,SG,50,30,23.1,3.6,9.6,0.378,1.5,5,0.301,2.1,4.6,0.461,0.456,1.3,1.7,0.783,0.8,2.7,3.5,1.9,0.9,0.3,1.2,2.5,10,
202,Svi Mykhailiuk,27,UTA,SF,21,11,19.7,3.5,8.7,0.404,2.1,6.1,0.349,1.4,2.6,0.537,0.527,0.8,1,0.762,0.5,2,2.5,1.8,0.7,0.3,1.6,1.3,10,
203,Nic Claxton,25,BRK,C,45,37,26.5,4.3,7.9,0.548,0,0.3,0.071,4.3,7.6,0.567,0.549,1.2,2.3,0.529,2,5.5,7.5,2,0.9,1.3,1.2,2.1,9.9,
204,T.J. McConnell,32,IND,PG,50,0,18.5,4.5,8.6,0.521,0.2,0.6,0.258,4.3,7.9,0.542,0.53,0.8,1,0.769,0.6,2,2.6,4.4,1.2,0.3,1.6,1,9.9,
205,Obi Toppin,26,IND,PF,48,0,19.1,3.8,7.1,0.535,1.2,3.4,0.35,2.6,3.7,0.704,0.618,1.1,1.4,0.794,0.7,3.3,4,1.5,0.6,0.4,0.7,1.4,9.9,
206,Gary Trent Jr.,26,MIL,SG,45,7,24.7,3.5,8,0.436,2.2,5.2,0.428,1.2,2.7,0.451,0.577,0.7,0.8,0.889,0.2,2.1,2.3,1.1,1,0,0.6,1.9,9.9,
207,Luguentz Dort,25,OKC,SF,47,47,29,3.4,8.1,0.423,2.3,5.5,0.415,1.1,2.6,0.438,0.564,0.7,0.8,0.821,1.5,2.8,4.3,1.7,1.1,0.7,0.7,3.1,9.8,
208,Cam Whitmore,20,HOU,SF,33,0,17.4,3.7,8.7,0.427,1.3,3.9,0.326,2.4,4.8,0.51,0.5,1.2,1.6,0.736,0.8,2.5,3.2,0.8,0.6,0.3,1,1.1,9.8,
209,Zach Edey,22,MEM,C,38,31,20.7,4,6.8,0.589,0.4,1,0.359,3.6,5.8,0.63,0.616,1.4,2,0.684,3.3,4.4,7.6,1,0.7,1.2,1.5,2.7,9.7,
210,Isaiah Joe,25,OKC,SG,47,11,21.2,3.4,7.8,0.438,2.4,6.1,0.401,1,1.7,0.568,0.594,0.4,0.6,0.731,0.5,2,2.6,1.4,0.7,0.1,0.5,1.6,9.7,
211,Scotty Pippen Jr.,24,MEM,PG,52,16,21,3.5,7.6,0.468,1,2.8,0.354,2.6,4.8,0.534,0.533,1.5,2.2,0.678,0.8,2.6,3.4,4.5,1.2,0.4,1.8,2.5,9.6,
212,Jose Alvarado,26,NOP,PG,28,8,22.4,3.2,7.9,0.403,2.1,5.3,0.403,1,2.6,0.403,0.538,1,1.2,0.794,0.4,1.6,2,4.3,1.3,0.3,1.2,1.9,9.5,
213,Luke Kennard,28,MEM,SG,39,6,22,3.2,6.8,0.472,2.2,4.5,0.477,1.1,2.3,0.461,0.63,1,1.1,0.884,0.6,2.3,2.9,3.4,0.7,0.1,1.1,0.8,9.5,
214,Brandin Podziemski,21,GSW,SG,39,10,24.8,3.5,8.2,0.434,1.3,4.1,0.329,2.2,4.1,0.538,0.516,1.1,1.5,0.746,1,3.6,4.6,3.5,1,0.2,1.1,1.5,9.5,
215,Jalen Wilson,24,BRK,PF,51,15,27.4,3.2,8.2,0.395,1.4,4.5,0.313,1.8,3.7,0.492,0.48,1.6,2,0.82,1.1,2.4,3.5,1.9,0.5,0,1.1,2.2,9.5,
216,Clint Capela,30,ATL,C,45,41,22.4,4.2,7.3,0.573,0,0,,4.2,7.3,0.573,0.573,1,1.9,0.541,3.3,5.7,9,1.2,0.6,1,1,2,9.4,
217,Noah Clowney,20,BRK,PF,37,18,23.1,3,8.1,0.375,2,5.6,0.354,1,2.4,0.422,0.498,1.4,1.6,0.85,0.9,3,3.9,0.8,0.5,0.5,1,2.4,9.4,
218,Dalton Knecht,23,LAL,SF,48,12,20.7,3.4,7.4,0.465,1.6,4.5,0.358,1.8,2.9,0.63,0.574,1,1.2,0.825,0.5,2.6,3.1,0.9,0.3,0.1,0.5,1.3,9.4,
219,Royce O'Neale,31,PHO,SF,46,14,25.5,3.3,7.8,0.427,2.4,5.8,0.408,1,2,0.479,0.578,0.4,0.5,0.773,0.8,4.2,5,2.1,0.9,0.5,0.9,2.2,9.4,
220,Julian Strawther,22,DEN,SG,53,2,22.3,3.3,7.8,0.431,1.6,4.3,0.362,1.8,3.4,0.516,0.532,1.2,1.4,0.827,0.3,1.9,2.2,1.3,0.7,0.3,0.9,2.4,9.4,
221,Patrick Williams,23,CHI,PF,43,35,26.5,3.3,8.8,0.377,1.6,4.6,0.35,1.7,4.2,0.406,0.468,1.2,1.5,0.769,0.7,3.4,4.1,2.1,0.8,0.6,1.4,1.3,9.4,
222,Ziaire Williams,23,BRK,SF,38,21,23.6,3.2,7.9,0.4,1.3,4,0.325,1.9,3.9,0.477,0.482,1.8,2.2,0.819,1.1,3.7,4.8,1.4,1,0.4,1.1,2.4,9.4,
223,Jaime Jaquez Jr.,23,MIA,SF,45,10,23.1,3.3,7.6,0.437,0.6,2,0.297,2.7,5.6,0.488,0.477,2,2.7,0.767,1.3,3.4,4.7,2.7,1.1,0.2,1.5,1.6,9.3,
224,Chris Paul,39,SAS,PG,50,50,29,3.1,7.4,0.419,1.7,4.7,0.363,1.4,2.7,0.519,0.535,1.4,1.4,0.958,0.5,3.6,4,8.1,1.3,0.2,1.5,1.9,9.3,
225,Kevin Porter Jr.,24,LAC,SG,45,2,19.6,3.8,9,0.423,0.6,2.4,0.245,3.2,6.7,0.485,0.455,1.1,1.7,0.645,0.6,2.9,3.6,3.2,1,0.2,1.9,1.6,9.3,
226,Cole Anthony,24,ORL,PG,49,11,17.3,3.4,8.1,0.422,1,3.2,0.314,2.4,4.9,0.492,0.484,1.3,1.7,0.786,0.6,2.2,2.8,2.8,0.7,0.3,1.6,2.2,9.2,
227,Brice Sensabaugh,21,UTA,SF,41,1,17.7,3.3,7.4,0.449,1.7,4.5,0.37,1.7,3,0.57,0.561,0.9,0.9,0.946,0.6,2,2.6,1.2,0.6,0.1,1.4,1.4,9.2,
228,Anthony Black,21,ORL,PG,50,9,24.7,3.2,7.7,0.413,0.7,2.4,0.28,2.5,5.3,0.472,0.456,2.1,2.8,0.757,0.6,2,2.5,3.4,1,0.5,1.9,2.3,9.1,
229,Dereck Lively II,20,DAL,C,32,25,24,3.9,5.5,0.701,0,0,,3.9,5.5,0.701,0.701,1.4,2.2,0.638,3.1,4.8,7.8,2.6,0.5,1.7,1.2,2.9,9.1,
230,Caleb Martin,29,PHI,SF,31,24,30.4,3.3,7.5,0.435,1.1,2.8,0.379,2.2,4.7,0.469,0.506,1.5,2.4,0.622,1.4,3,4.4,2.2,1.1,0.6,1.4,2,9.1,
231,Miles McBride,24,NYK,PG,42,0,23.5,3.3,7.9,0.415,1.7,4.6,0.363,1.6,3.3,0.489,0.521,0.9,1.1,0.848,0.8,1.6,2.4,2.7,0.9,0.2,0.7,1.5,9.1,
232,Max Christie,21,2TM,SG,49,25,25.5,2.9,6.5,0.451,1.4,3.6,0.389,1.6,2.9,0.528,0.558,1.8,2.1,0.837,0.6,2.3,2.9,1.5,0.7,0.5,0.9,1.6,9,
233,Max Christie,21,LAL,SG,46,25,25.1,2.8,6.3,0.444,1.3,3.5,0.368,1.5,2.7,0.544,0.549,1.6,1.9,0.851,0.5,2.1,2.7,1.4,0.8,0.5,0.8,1.6,8.5,
234,Max Christie,21,DAL,SG,3,0,31.3,5.3,10.3,0.516,2.7,4,0.667,2.7,6.3,0.421,0.645,4.3,5.7,0.765,1.3,4.3,5.7,3,0.3,0.7,1,2,17.7,
235,Goga Bitadze,25,ORL,C,43,39,23.9,3.8,6.1,0.626,0,0.4,0.105,3.8,5.7,0.667,0.63,1.3,2,0.636,2.7,5.4,8.1,2.2,0.8,1.6,1.3,2.3,9,
236,Moses Moody,22,GSW,SG,44,5,18.6,3.1,7.1,0.433,1.7,4.3,0.387,1.4,2.8,0.504,0.551,1.1,1.6,0.725,0.5,1.6,2.1,1.1,0.5,0.3,0.7,1.4,9,
237,Georges Niang,31,2TM,PF,52,2,20.8,3.3,6.9,0.48,1.8,4.5,0.405,1.5,2.4,0.619,0.612,0.4,0.6,0.793,0.7,3.1,3.8,1.3,0.4,0.1,0.9,2.5,8.9,
238,Georges Niang,31,CLE,PF,51,1,20.6,3.3,6.8,0.477,1.8,4.4,0.4,1.5,2.4,0.618,0.606,0.5,0.6,0.793,0.7,3,3.7,1.3,0.3,0.1,0.9,2.5,8.7,
239,Georges Niang,31,ATL,PF,1,1,26,6,10,0.6,4,7,0.571,2,3,0.667,0.8,0,0,,2,4,6,3,3,0,1,0,16,
240,Kentavious Caldwell-Pope,31,ORL,SG,51,51,30.4,3.1,7.5,0.414,1.5,4.7,0.314,1.6,2.8,0.579,0.512,1.2,1.3,0.881,0.4,1.7,2.1,1.8,1.5,0.5,0.8,1.9,8.9,
241,Carlton Carrington,19,WAS,PG,52,37,29.3,3.3,8.1,0.404,1.6,4.6,0.351,1.7,3.5,0.473,0.504,0.7,0.8,0.818,0.4,3.5,3.9,3.9,0.7,0.2,1.5,2.3,8.9,
242,Nick Richards,27,2TM,C,33,20,22,3.2,5.6,0.559,0,0.1,0,3.2,5.6,0.565,0.559,2.6,3.7,0.702,2.6,5.9,8.5,1.1,0.3,1.2,1.6,2.5,8.9,
243,Nick Richards,27,CHO,C,21,9,21,3,5.4,0.561,0,0,0,3,5.4,0.566,0.561,2.8,4.1,0.678,2.4,5.1,7.5,1.3,0.3,1.2,1.6,2.3,8.9,
244,Nick Richards,27,PHO,C,12,11,23.8,3.3,6,0.556,0,0.1,0,3.3,5.9,0.563,0.556,2.2,2.8,0.765,2.9,7.3,10.3,0.6,0.3,1.1,1.6,2.9,8.8,
245,Dorian Finney-Smith,31,2TM,PF,36,25,27.3,3.2,6.8,0.465,2,4.7,0.42,1.2,2.1,0.566,0.61,0.5,0.8,0.655,1.2,2.6,3.8,1.4,0.9,0.4,0.9,2.4,8.8,
246,Dorian Finney-Smith,31,BRK,PF,20,20,29,3.7,8,0.459,2.4,5.4,0.435,1.3,2.6,0.51,0.607,0.8,1.2,0.625,1.6,3,4.6,1.6,0.9,0.6,0.9,2.7,10.4,
247,Dorian Finney-Smith,31,LAL,PF,16,5,25.1,2.6,5.4,0.477,1.5,3.8,0.393,1.1,1.6,0.68,0.616,0.3,0.3,0.8,0.8,2.1,2.9,1.3,0.8,0.1,0.9,2.1,6.9,
248,Nickeil Alexander-Walker,26,MIN,SG,53,5,24.2,3.2,7.2,0.442,1.7,4.3,0.4,1.4,2.8,0.507,0.563,0.8,1,0.745,0.5,2.4,2.9,2.5,0.6,0.3,1.2,1.7,8.8,
249,Wendell Carter Jr.,25,ORL,C,41,26,25.3,3.1,6.9,0.452,0.5,2.3,0.204,2.7,4.6,0.574,0.486,2.1,2.9,0.731,1.9,5.2,7.1,2.3,0.8,0.5,1,2.8,8.8,
